"HLTH_PB","GEO","UNIT","LEV_LIMIT","ISCED11","TIME","SEX","AGE","Value","Flag and Footnotes"
"Total","Iceland","Percentage","Limited","All ISCED 2011 levels ","2014","Females","65 years or over","73.0",""
"Total","Iceland","Percentage","Severe","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","2.7",""
"Total","Iceland","Percentage","Severe","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","1.0",""
"Total","Iceland","Percentage","Severe","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","3.8",""
"Total","Iceland","Percentage","Severe","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","5.8",""
"Total","Iceland","Percentage","Severe","All ISCED 2011 levels ","2014","Males","65 years or over","18.6",""
"Total","Iceland","Percentage","Severe","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","1.8",""
"Total","Iceland","Percentage","Severe","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","3.3",""
"Total","Iceland","Percentage","Severe","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","3.0",""
"Total","Iceland","Percentage","Severe","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","9.9",""
"Total","Iceland","Percentage","Severe","All ISCED 2011 levels ","2014","Females","65 years or over","29.1",""
"Total","Iceland","Percentage","None","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","68.4",""
"Total","Iceland","Percentage","None","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","69.6",""
"Total","Iceland","Percentage","None","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","69.7",""
"Total","Iceland","Percentage","None","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","59.9",""
"Total","Iceland","Percentage","None","All ISCED 2011 levels ","2014","Males","65 years or over","33.4",""
"Total","Iceland","Percentage","None","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","62.9",""
"Total","Iceland","Percentage","None","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","69.6",""
"Total","Iceland","Percentage","None","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","68.1",""
"Total","Iceland","Percentage","None","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","49.6",""
"Total","Iceland","Percentage","None","All ISCED 2011 levels ","2014","Females","65 years or over","27.0",""
"Total","Norway","Percentage","Moderate","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","12.9",""
"Total","Norway","Percentage","Moderate","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","15.2",""
"Total","Norway","Percentage","Moderate","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","17.4",""
"Total","Norway","Percentage","Moderate","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","30.6",""
"Total","Norway","Percentage","Moderate","All ISCED 2011 levels ","2014","Males","65 years or over","36.2",""
"Total","Norway","Percentage","Moderate","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","20.6",""
"Total","Norway","Percentage","Moderate","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","15.9",""
"Total","Norway","Percentage","Moderate","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","19.9",""
"Total","Norway","Percentage","Moderate","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","29.1",""
"Total","Norway","Percentage","Moderate","All ISCED 2011 levels ","2014","Females","65 years or over","37.6",""
"Total","Norway","Percentage","Limited","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","14.4",""
"Total","Norway","Percentage","Limited","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","17.9",""
"Total","Norway","Percentage","Limited","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","20.7",""
"Total","Norway","Percentage","Limited","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","36.9",""
"Total","Norway","Percentage","Limited","All ISCED 2011 levels ","2014","Males","65 years or over","53.1",""
"Total","Norway","Percentage","Limited","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","21.8",""
"Total","Norway","Percentage","Limited","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","17.7",""
"Total","Norway","Percentage","Limited","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","24.6",""
"Total","Norway","Percentage","Limited","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","35.1",""
"Total","Norway","Percentage","Limited","All ISCED 2011 levels ","2014","Females","65 years or over","53.8",""
"Total","Norway","Percentage","Severe","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","1.5",""
"Total","Norway","Percentage","Severe","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","2.7",""
"Total","Norway","Percentage","Severe","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","3.3",""
"Total","Norway","Percentage","Severe","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","6.2",""
"Total","Norway","Percentage","Severe","All ISCED 2011 levels ","2014","Males","65 years or over","16.9",""
"Total","Norway","Percentage","Severe","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","1.2",""
"Total","Norway","Percentage","Severe","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","1.8",""
"Total","Norway","Percentage","Severe","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","4.7",""
"Total","Norway","Percentage","Severe","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","6.0",""
"Total","Norway","Percentage","Severe","All ISCED 2011 levels ","2014","Females","65 years or over","16.3",""
"Total","Norway","Percentage","None","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","85.6",""
"Total","Norway","Percentage","None","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","82.1",""
"Total","Norway","Percentage","None","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","79.3",""
"Total","Norway","Percentage","None","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","63.1",""
"Total","Norway","Percentage","None","All ISCED 2011 levels ","2014","Males","65 years or over","46.9",""
"Total","Norway","Percentage","None","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","78.2",""
"Total","Norway","Percentage","None","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","82.3",""
"Total","Norway","Percentage","None","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","75.4",""
"Total","Norway","Percentage","None","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","64.9",""
"Total","Norway","Percentage","None","All ISCED 2011 levels ","2014","Females","65 years or over","46.2",""
"Total","Turkey","Percentage","Moderate","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","13.6",""
"Total","Turkey","Percentage","Moderate","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","17.1",""
"Total","Turkey","Percentage","Moderate","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","26.6",""
"Total","Turkey","Percentage","Moderate","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","46.1",""
"Total","Turkey","Percentage","Moderate","All ISCED 2011 levels ","2014","Males","65 years or over","38.8",""
"Total","Turkey","Percentage","Moderate","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","18.3",""
"Total","Turkey","Percentage","Moderate","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","26.2",""
"Total","Turkey","Percentage","Moderate","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","37.6",""
"Total","Turkey","Percentage","Moderate","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","46.5",""
"Total","Turkey","Percentage","Moderate","All ISCED 2011 levels ","2014","Females","65 years or over","31.0",""
"Total","Turkey","Percentage","Limited","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","17.8",""
"Total","Turkey","Percentage","Limited","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","21.1",""
"Total","Turkey","Percentage","Limited","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","33.0",""
"Total","Turkey","Percentage","Limited","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","62.3",""
"Total","Turkey","Percentage","Limited","All ISCED 2011 levels ","2014","Males","65 years or over","84.2",""
"Total","Turkey","Percentage","Limited","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","21.6",""
"Total","Turkey","Percentage","Limited","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","32.0",""
"Total","Turkey","Percentage","Limited","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","50.2",""
"Total","Turkey","Percentage","Limited","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","78.3",""
"Total","Turkey","Percentage","Limited","All ISCED 2011 levels ","2014","Females","65 years or over","93.3",""
"Total","Turkey","Percentage","Severe","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","4.1",""
"Total","Turkey","Percentage","Severe","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","4.0",""
"Total","Turkey","Percentage","Severe","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","6.4",""
"Total","Turkey","Percentage","Severe","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","16.3",""
"Total","Turkey","Percentage","Severe","All ISCED 2011 levels ","2014","Males","65 years or over","45.4",""
"Total","Turkey","Percentage","Severe","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","3.3",""
"Total","Turkey","Percentage","Severe","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","5.8",""
"Total","Turkey","Percentage","Severe","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","12.7",""
"Total","Turkey","Percentage","Severe","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","31.7",""
"Total","Turkey","Percentage","Severe","All ISCED 2011 levels ","2014","Females","65 years or over","62.3",""
"Total","Turkey","Percentage","None","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","82.2",""
"Total","Turkey","Percentage","None","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","78.9",""
"Total","Turkey","Percentage","None","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","67.0",""
"Total","Turkey","Percentage","None","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","37.7",""
"Total","Turkey","Percentage","None","All ISCED 2011 levels ","2014","Males","65 years or over","15.8",""
"Total","Turkey","Percentage","None","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","78.4",""
"Total","Turkey","Percentage","None","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","68.0",""
"Total","Turkey","Percentage","None","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","49.8",""
"Total","Turkey","Percentage","None","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","21.7",""
"Total","Turkey","Percentage","None","All ISCED 2011 levels ","2014","Females","65 years or over","6.7",""
