"FREQUENC","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Less than once a month","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","27.6",""
"Less than once a month","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","22.7",""
"Less than once a month","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","20.0",""
"Less than once a month","Finland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","21.1",""
"Less than once a month","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","16.4",""
"Less than once a month","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","13.7",""
"Less than once a month","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","11.3",""
"Less than once a month","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","10.1",""
"Less than once a month","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","11.4",""
"Less than once a month","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","19.5",""
"Less than once a month","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","22.9",""
"Less than once a month","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","21.0",""
"Less than once a month","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","17.4",""
"Less than once a month","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","14.9",""
"Less than once a month","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","18.6",""
"Less than once a month","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","12.6",""
"Less than once a month","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","10.5",""
"Less than once a month","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","8.3",""
"Less than once a month","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","9.7",""
"Less than once a month","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","23.4",""
"Less than once a month","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","18.5",""
"Less than once a month","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","14.8",""
"Less than once a month","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","16.7",""
"Less than once a month","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","18.4",""
"Less than once a month","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","17.2",""
"Less than once a month","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","19.3",""
"Less than once a month","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","18.1",""
"Less than once a month","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","13.2",""
"Less than once a month","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","16.3",""
"Less than once a month","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","22.7",""
"Less than once a month","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","42.0",""
"Less than once a month","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","30.2",""
"Less than once a month","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","22.1",""
"Less than once a month","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","21.8",""
"Less than once a month","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","0",""
"Less than once a month","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","0",""
"Less than once a month","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","0",""
"Less than once a month","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","0",""
"Less than once a month","Norway","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","0",""
"Less than once a month","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","0",""
"Less than once a month","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","0",""
"Less than once a month","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","0",""
"Less than once a month","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","0",""
"Less than once a month","Norway","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","0",""
"Less than once a month","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","9.4",""
"Less than once a month","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","12.9",""
"Less than once a month","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","10.0",""
"Less than once a month","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","9.1",""
"Less than once a month","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","3.8",""
"Less than once a month","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","3.8",""
"Less than once a month","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","5.6",""
"Less than once a month","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","3.7",""
"Less than once a month","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","2.6",""
"Less than once a month","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","0.7",""
"Never or not in the last 12 months","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","21.9","u"
"Never or not in the last 12 months","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","13.3","u"
"Never or not in the last 12 months","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","12.1","u"
"Never or not in the last 12 months","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","9.8","u"
"Never or not in the last 12 months","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","17.0","u"
"Never or not in the last 12 months","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","23.5","u"
"Never or not in the last 12 months","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","21.3","u"
"Never or not in the last 12 months","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","20.2","u"
"Never or not in the last 12 months","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","15.9",""
"Never or not in the last 12 months","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","34.1","u"
"Never or not in the last 12 months","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","44.0",""
"Never or not in the last 12 months","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","17.2",""
"Never or not in the last 12 months","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","14.4",""
"Never or not in the last 12 months","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","13.8",""
"Never or not in the last 12 months","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","30.9",""
"Never or not in the last 12 months","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","58.1",""
"Never or not in the last 12 months","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","32.2",""
"Never or not in the last 12 months","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","31.7",""
"Never or not in the last 12 months","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","40.5",""
"Never or not in the last 12 months","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","60.9",""
"Never or not in the last 12 months","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","16.2",""
"Never or not in the last 12 months","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","6.4",""
"Never or not in the last 12 months","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","4.6",""
"Never or not in the last 12 months","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","7.5",""
"Never or not in the last 12 months","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","12.6",""
"Never or not in the last 12 months","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","19.3",""
"Never or not in the last 12 months","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","13.0",""
"Never or not in the last 12 months","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","14.2",""
"Never or not in the last 12 months","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","15.4",""
"Never or not in the last 12 months","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","30.8",""
"Never or not in the last 12 months","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","15.9",""
"Never or not in the last 12 months","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","6.7",""
"Never or not in the last 12 months","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","3.4",""
"Never or not in the last 12 months","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","4.9",""
"Never or not in the last 12 months","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","5.1",""
"Never or not in the last 12 months","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","8.1",""
"Never or not in the last 12 months","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","13.2",""
"Never or not in the last 12 months","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","11.6",""
"Never or not in the last 12 months","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","9.8",""
"Never or not in the last 12 months","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","10.9",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","15.9",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","8.5",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","8.6",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","9.2",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","10.9",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","16.7",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","15.5",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","14.6",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","11.4",""
"Never or not in the last 12 months","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","22.8",""
"Never or not in the last 12 months","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","23.9",""
"Never or not in the last 12 months","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","5.4",""
"Never or not in the last 12 months","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","9.5",""
"Never or not in the last 12 months","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","11.1",""
"Never or not in the last 12 months","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","22.0",""
"Never or not in the last 12 months","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","26.6",""
"Never or not in the last 12 months","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","14.2",""
"Never or not in the last 12 months","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","11.2",""
"Never or not in the last 12 months","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","18.0",""
"Never or not in the last 12 months","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","45.6",""
"Never or not in the last 12 months","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","25.8",""
"Never or not in the last 12 months","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","10.5",""
"Never or not in the last 12 months","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","9.5",""
"Never or not in the last 12 months","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","15.1",""
"Never or not in the last 12 months","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","29.0",""
"Never or not in the last 12 months","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","23.4",""
"Never or not in the last 12 months","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","10.7",""
"Never or not in the last 12 months","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","12.8",""
"Never or not in the last 12 months","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","19.2",""
"Never or not in the last 12 months","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","40.4",""
"Never or not in the last 12 months","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","22.7",""
"Never or not in the last 12 months","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","10.8",""
"Never or not in the last 12 months","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","19.4",""
"Never or not in the last 12 months","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","18.4",""
"Never or not in the last 12 months","Greece","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","28.4",""
"Never or not in the last 12 months","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","31.9",""
"Never or not in the last 12 months","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","30.9",""
"Never or not in the last 12 months","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","29.4",""
"Never or not in the last 12 months","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","41.4",""
"Never or not in the last 12 months","Greece","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","64.6",""
"Never or not in the last 12 months","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","32.8",""
"Never or not in the last 12 months","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","16.6",""
"Never or not in the last 12 months","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","19.4",""
"Never or not in the last 12 months","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","17.4",""
"Never or not in the last 12 months","Spain","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","26.8",""
"Never or not in the last 12 months","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","38.4",""
"Never or not in the last 12 months","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","33.9",""
"Never or not in the last 12 months","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","33.9",""
"Never or not in the last 12 months","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","37.3",""
"Never or not in the last 12 months","Spain","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","58.6",""
"Never or not in the last 12 months","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","37.1",""
"Never or not in the last 12 months","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","25.2",""
"Never or not in the last 12 months","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","28.5",""
"Never or not in the last 12 months","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","26.1",""
"Never or not in the last 12 months","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","32.7",""
"Never or not in the last 12 months","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","48.9",""
"Never or not in the last 12 months","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","52.9",""
"Never or not in the last 12 months","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","52.4",""
"Never or not in the last 12 months","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","56.4",""
"Never or not in the last 12 months","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","67.2",""
"Never or not in the last 12 months","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","37.5","d"
"Never or not in the last 12 months","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","15.5","d"
"Never or not in the last 12 months","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","15.6","d"
"Never or not in the last 12 months","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","16.9","d"
"Never or not in the last 12 months","Italy","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","20.0","d"
"Never or not in the last 12 months","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","47.4","d"
"Never or not in the last 12 months","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","37.9","d"
"Never or not in the last 12 months","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","39.6","d"
"Never or not in the last 12 months","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","43.0","d"
"Never or not in the last 12 months","Italy","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","52.8","d"
"Never or not in the last 12 months","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","39.9",""
"Never or not in the last 12 months","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","24.9",""
"Never or not in the last 12 months","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","20.5",""
"Never or not in the last 12 months","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","23.1",""
"Never or not in the last 12 months","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","31.3",""
"Never or not in the last 12 months","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","66.1",""
"Never or not in the last 12 months","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","55.6",""
"Never or not in the last 12 months","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","60.2",""
"Never or not in the last 12 months","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","63.9",""
"Never or not in the last 12 months","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","77.2",""
"Never or not in the last 12 months","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","24.1",""
"Never or not in the last 12 months","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","8.2",""
"Never or not in the last 12 months","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","12.2",""
"Never or not in the last 12 months","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","15.1",""
"Never or not in the last 12 months","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","25.9",""
"Never or not in the last 12 months","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","31.0",""
"Never or not in the last 12 months","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","17.4",""
"Never or not in the last 12 months","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","12.2",""
"Never or not in the last 12 months","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","19.8",""
"Never or not in the last 12 months","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","53.1",""
"Never or not in the last 12 months","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","34.4",""
"Never or not in the last 12 months","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","6.2",""
"Never or not in the last 12 months","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","8.5",""
"Never or not in the last 12 months","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","11.4",""
"Never or not in the last 12 months","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","32.5",""
"Never or not in the last 12 months","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","42.3",""
"Never or not in the last 12 months","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","14.5",""
"Never or not in the last 12 months","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","14.3",""
"Never or not in the last 12 months","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","17.9",""
"Never or not in the last 12 months","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","57.5",""
"Never or not in the last 12 months","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","18.4",""
"Never or not in the last 12 months","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","8.5",""
"Never or not in the last 12 months","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","8.4",""
"Never or not in the last 12 months","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","11.1",""
"Never or not in the last 12 months","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","11.9",""
"Never or not in the last 12 months","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","27.6",""
"Never or not in the last 12 months","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","22.1",""
"Never or not in the last 12 months","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","21.7",""
"Never or not in the last 12 months","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","21.3",""
"Never or not in the last 12 months","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","28.8",""
"Never or not in the last 12 months","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","21.2",""
"Never or not in the last 12 months","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","14.0",""
"Never or not in the last 12 months","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","18.9",""
"Never or not in the last 12 months","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","15.9",""
"Never or not in the last 12 months","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","23.7",""
"Never or not in the last 12 months","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","38.3",""
"Never or not in the last 12 months","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","33.5",""
"Never or not in the last 12 months","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","35.3",""
"Never or not in the last 12 months","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","34.4",""
"Never or not in the last 12 months","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","55.5",""
"Never or not in the last 12 months","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","12.7",""
"Never or not in the last 12 months","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","8.3",""
"Never or not in the last 12 months","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","12.6",""
"Never or not in the last 12 months","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","16.5",""
"Never or not in the last 12 months","Malta","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","23.6",""
"Never or not in the last 12 months","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","19.6",""
"Never or not in the last 12 months","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","19.6",""
"Never or not in the last 12 months","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","28.9",""
"Never or not in the last 12 months","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","36.5",""
"Never or not in the last 12 months","Malta","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","51.4",""
"Never or not in the last 12 months","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","15.1",""
"Never or not in the last 12 months","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","9.3",""
"Never or not in the last 12 months","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","12.2",""
"Never or not in the last 12 months","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","12.5",""
"Never or not in the last 12 months","Austria","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","13.5",""
"Never or not in the last 12 months","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","17.6",""
"Never or not in the last 12 months","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","24.0",""
"Never or not in the last 12 months","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","16.3",""
"Never or not in the last 12 months","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","20.4",""
"Never or not in the last 12 months","Austria","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","30.3",""
"Never or not in the last 12 months","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","33.3",""
"Never or not in the last 12 months","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","7.4",""
"Never or not in the last 12 months","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","9.4",""
"Never or not in the last 12 months","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","13.4",""
"Never or not in the last 12 months","Poland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","31.4",""
"Never or not in the last 12 months","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","47.9",""
"Never or not in the last 12 months","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","25.7",""
"Never or not in the last 12 months","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","23.1",""
"Never or not in the last 12 months","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","30.7",""
"Never or not in the last 12 months","Poland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","61.4",""
"Never or not in the last 12 months","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","27.2",""
"Never or not in the last 12 months","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","10.4",""
